Animal,Error,Strategy,Region,I1,I2,Abs[Error],"Avg[I1,I2]",Relative Error
30,-7.46842528,Registered,wholePharynx,6220.8894909,6228.3579161,7.4684252798,6224.6237035,0.0011998196
31,-35.54395223,Registered,prePM7,4473.9758305,4509.5197827,35.543952228,4491.7478066,0.0079131674
31,168.19128872,Registered,pm7,10535.035597,10366.844308,168.19128872,10450.939952,0.0160934126
31,45.386505208,Registered,pm6,6913.9472685,6868.5607633,45.386505208,6891.2540159,0.0065861025
31,26.576222836,Registered,pm5,3953.0771318,3926.500909,26.576222836,3939.7890204,0.0067455954
31,21.896381621,Registered,pm4,8525.4072312,8503.5108496,21.896381621,8514.4590404,0.0025716703
31,73.4075069,Registered,pm3,7015.0587149,6941.651208,73.4075069,6978.3549615,0.010519314
31,19.216435759,Registered,postPM3,3755.6451998,3736.4287641,19.216435759,3746.0369819,0.0051298041
31,50.556660796,Registered,medialAxis,6431.0103935,6380.4537327,50.556660796,6405.7320631,0.0078924095
31,47.929606888,Registered,wholePharynx,6245.8456964,6197.9160895,47.929606888,6221.880893,0.0077033951
32,-28.66085399,Registered,prePM7,4437.8725031,4466.5333571,28.660853985,4452.2029301,0.0064374545
32,44.626044396,Registered,pm7,10358.766389,10314.140345,44.626044396,10336.453367,0.0043173459
32,24.096838037,Registered,pm6,6898.9059108,6874.8090728,24.096838037,6886.8574918,0.0034989599
32,22.421232676,Registered,pm5,3970.0708769,3947.6496442,22.421232676,3958.8602605,0.0056635575
32,-59.06030882,Registered,pm4,8503.9469228,8563.0072316,59.060308822,8533.4770772,0.0069210134
32,-19.55785921,Registered,pm3,6935.3972003,6954.9550595,19.55785921,6945.1761299,0.002816035
32,17.014153574,Registered,postPM3,3739.510503,3722.4963495,17.014153574,3731.0034262,0.0045602085
32,-0.356273409,Registered,medialAxis,6384.26228,6384.6185534,0.3562734095,6384.4404167,0.0000558034
32,-0.787786087,Registered,wholePharynx,6202.8325049,6203.620291,0.7877860867,6203.226398,0.0001269962
33,28.099725694,Registered,prePM7,4527.7974151,4499.6976894,28.099725694,4513.7475523,0.0062253649
33,-12.88128493,Registered,pm7,10343.421099,10356.302384,12.881284934,10349.861741,0.0012445852
33,-6.757022172,Registered,pm6,6952.8884417,6959.6454639,6.7570221719,6956.2669528,0.0009713575
33,46.595763823,Registered,pm5,3967.6412887,3921.0455249,46.595763823,3944.3434068,0.0118133131
33,80.460961033,Registered,pm4,8583.497686,8503.0367249,80.460961033,8543.2672054,0.0094180551
33,-26.02845872,Registered,pm3,6918.4051137,6944.4335724,26.028458725,6931.419343,0.0037551413
33,40.083277503,Registered,postPM3,3696.6729851,3656.5897076,40.083277503,3676.6313463,0.0109021748
33,20.99661398,Registered,medialAxis,6398.2948257,6377.2982117,20.99661398,6387.7965187,0.0032869885
33,20.658955661,Registered,wholePharynx,6215.273616,6194.6146603,20.658955661,6204.9441382,0.0033294346
34,-16.28764328,Registered,prePM7,4472.1495627,4488.437206,16.28764328,4480.2933844,0.0036353966
34,-49.81350956,Registered,pm7,10366.048827,10415.862337,49.813509562,10390.955582,0.0047939296
34,-65.92722684,Registered,pm6,6886.2712758,6952.1985026,65.927226836,6919.2348892,0.0095281094
34,9.5058239343,Registered,pm5,3963.1636457,3953.6578218,9.5058239343,3958.4107338,0.0024014244
34,-8.56220513,Registered,pm4,8601.0532556,8609.6154607,8.5622051298,8605.3343582,0.0009949881
34,5.3276667174,Registered,pm3,6952.8972953,6947.5696286,5.3276667174,6950.2334619,0.000766545
34,-28.19264315,Registered,postPM3,3676.0642633,3704.2569064,28.192643148,3690.1605849,0.0076399502
34,-11.758257,Registered,medialAxis,6391.7856324,6403.5438894,11.758257004,6397.6647609,0.0018378983
34,-10.9081651,Registered,wholePharynx,6208.5121776,6219.4203427,10.9081651,6213.9662601,0.0017554272
35,57.498138285,Registered,prePM7,4589.5802868,4532.0821485,57.498138285,4560.8312177,0.0126069428
35,-17.53191778,Registered,pm7,10400.152941,10417.684859,17.53191778,10408.9189,0.0016843169
35,-4.376789399,Registered,pm6,6894.2563957,6898.6331851,4.3767893994,6896.4447904,0.0006346443
35,50.534657466,Registered,pm5,3968.5852519,3918.0505945,50.534657466,3943.3179232,0.0128152633
35,15.231511357,Registered,pm4,8618.9839208,8603.7524094,15.231511357,8611.3681651,0.0017687679
35,33.415390783,Registered,pm3,6931.2468009,6897.8314101,33.415390783,6914.5391055,0.0048326273
35,16.833679543,Registered,postPM3,3647.2939121,3630.4602325,16.833679543,3638.8770723,0.0046260644
35,29.337920472,Registered,medialAxis,6408.1196972,6378.7817767,29.337920472,6393.450737,0.0045887458
35,29.543527677,Registered,wholePharynx,6223.954917,6194.4113894,29.543527677,6209.1831532,0.0047580377
36,51.611343846,Registered,prePM7,4620.003471,4568.3921271,51.611343846,4594.1977991,0.0112340274
36,38.306627981,Registered,pm7,10471.918092,10433.611464,38.306627981,10452.764778,0.0036647364
36,22.545251254,Registered,pm6,6867.647822,6845.1025707,22.545251254,6856.3751963,0.0032882173
36,18.373790009,Registered,pm5,3940.7096703,3922.3358803,18.373790009,3931.5227753,0.0046734538
36,85.930432064,Registered,pm4,8569.931929,8484.001497,85.930432064,8526.966713,0.0100774912
36,18.236269462,Registered,pm3,6915.1550789,6896.9188095,18.236269462,6906.0369442,0.0026406273
36,51.406562048,Registered,postPM3,3723.1480773,3671.7415153,51.406562048,3697.4447963,0.013903267
36,39.771205224,Registered,medialAxis,6402.1378297,6362.3666245,39.771205224,6382.2522271,0.0062315314
36,39.048820019,Registered,wholePharynx,6217.4229402,6178.3741202,39.048820019,6197.8985302,0.0063003323
37,-82.49930958,Registered,prePM7,4519.0933488,4601.5926584,82.499309582,4560.3430036,0.0180905931
37,-129.509975,Registered,pm7,10402.43591,10531.945885,129.509975,10467.190897,0.0123729448
37,-53.83579981,Registered,pm6,6883.9474555,6937.7832553,53.835799809,6910.8653554,0.007790023
37,-24.64570236,Registered,pm5,3963.4482776,3988.09398,24.645702363,3975.7711288,0.0061989741
37,-62.86092678,Registered,pm4,8494.8893667,8557.7502935,62.86092678,8526.3198301,0.0073725743
37,-37.11352723,Registered,pm3,6911.8511924,6948.9647197,37.113527233,6930.407956,0.0053551721
37,-22.35994139,Registered,postPM3,3654.8987493,3677.2586907,22.359941386,3666.07872,0.0060991438
37,-49.02611716,Registered,medialAxis,6383.5268848,6432.553002,49.026117162,6408.0399434,0.0076507197
37,-47.47388451,Registered,wholePharynx,6198.1394358,6245.6133203,47.473884512,6221.876378,0.0076301555
38,-24.54767681,Registered,prePM7,4545.8474185,4570.3950953,24.547676813,4558.1212569,0.0053854813
38,-38.11832959,Registered,pm7,10425.532348,10463.650677,38.118329593,10444.591513,0.0036495759
38,-25.76297752,Registered,pm6,6957.2600305,6983.023008,25.762977522,6970.1415193,0.0036961915
38,-11.23109091,Registered,pm5,3968.7662883,3979.9973793,11.231090909,3974.3818338,0.0028258711
38,-106.3225096,Registered,pm4,8480.900827,8587.2233366,106.32250959,8534.0620818,0.0124586051
38,-12.01128147,Registered,pm3,6897.0026116,6909.0138931,12.011281474,6903.0082523,0.0017400068
38,-25.80269825,Registered,postPM3,3677.0234723,3702.8261706,25.802698253,3689.9248215,0.0069927436
38,-27.80547015,Registered,medialAxis,6389.0681524,6416.8736225,27.805470145,6402.9708874,0.0043425889
38,-28.29749475,Registered,wholePharynx,6204.2996864,6232.5971811,28.297494752,6218.4484337,0.0045505716
39,38.886854476,Registered,prePM7,4540.3017995,4501.414945,38.886854476,4520.8583722,0.0086016529
39,99.842792308,Registered,pm7,10438.49138,10338.648588,99.842792308,10388.569984,0.0096108312
39,40.348096898,Registered,pm6,6987.6319984,6947.2839015,40.348096898,6967.45795,0.0057909351
39,16.940047954,Registered,pm5,3971.769323,3954.8292751,16.940047954,3963.2992991,0.0042742288
39,-20.28736662,Registered,pm4,8468.7718341,8489.0592007,20.287366623,8478.9155174,0.0023926841
39,53.686052466,Registered,pm3,6952.371494,6898.6854415,53.686052466,6925.5284677,0.007751907
39,11.760118728,Registered,postPM3,3649.5503486,3637.7902298,11.760118728,3643.6702892,0.0032275474
39,33.734082473,Registered,medialAxis,6400.9493955,6367.215313,33.734082473,6384.0823542,0.0052840926
39,31.53772003,Registered,wholePharynx,6216.2019382,6184.6642182,31.53772003,6200.4330782,0.0050863737
40,16.733696488,Registered,prePM7,4546.0427862,4529.3090897,16.733696488,4537.675938,0.003687724
40,-22.8105584,Registered,pm7,10443.362014,10466.172572,22.810558396,10454.767293,0.0021818332
40,13.560392952,Registered,pm6,6925.8720534,6912.3116604,13.560392952,6919.0918569,0.0019598516
40,20.156477267,Registered,pm5,3964.2186921,3944.0622148,20.156477267,3954.1404534,0.0050975623
40,110.68842181,Registered,pm4,8598.9316761,8488.2432543,110.68842181,8543.5874652,0.0129557311
40,33.88931554,Registered,pm3,6965.9083921,6932.0190766,33.88931554,6948.9637344,0.0048768877
40,-38.94254607,Registered,postPM3,3685.2145456,3724.1570917,38.942546067,3704.6858187,0.0105117
40,28.702826384,Registered,medialAxis,6418.5752662,6389.8724398,28.702826384,6404.223853,0.0044818587
40,26.547691781,Registered,wholePharynx,6234.6703675,6208.1226757,26.547691781,6221.3965216,0.0042671596
41,-97.73518856,Registered,prePM7,4600.1049655,4697.8401541,97.735188561,4648.9725598,0.0210229652
41,445.34960983,Registered,pm7,10261.930994,9816.5813846,445.34960983,10039.25619,0.0443608173
41,45.275250615,Registered,pm6,6900.8419151,6855.5666645,45.275250615,6878.2042898,0.0065824231
41,48.588571606,Registered,pm5,3963.7657016,3915.17713,48.588571606,3939.4714158,0.0123337795
41,-117.8212735,Registered,pm4,8499.8918682,8617.7131417,117.82127346,8558.8025049,0.0137660933
41,97.963240202,Registered,pm3,6935.0114724,6837.0482322,97.963240202,6886.0298523,0.0142263746
41,-140.3705382,Registered,postPM3,3649.7578767,3790.1284148,140.37053817,3719.9431458,0.0377345923
41,39.824131644,Registered,medialAxis,6375.105456,6335.2813243,39.824131644,6355.1933901,0.0062663918
41,33.160269836,Registered,wholePharynx,6192.437406,6159.2771362,33.160269836,6175.8572711,0.0053693388
42,-12.77674048,Registered,prePM7,4528.5870969,4541.3638373,12.776740477,4534.9754671,0.0028173781
42,111.59364663,Registered,pm7,10602.568268,10490.974621,111.59364663,10546.771444,0.0105808348
42,-93.54827875,Registered,pm6,6814.3551594,6907.9034381,93.548278745,6861.1292987,0.0136345308
42,36.238838952,Registered,pm5,3989.9980614,3953.7592224,36.238838952,3971.8786419,0.0091238535
42,11.890579229,Registered,pm4,8534.4258442,8522.5352649,11.890579229,8528.4805545,0.0013942201
42,-52.82484081,Registered,pm3,6887.7917913,6940.6166321,52.824840807,6914.2042117,0.0076400464
42,-10.46027752,Registered,postPM3,3790.9272888,3801.3875663,10.460277517,3796.1574275,0.002755491
42,-3.449641082,Registered,medialAxis,6398.6705287,6402.1201698,3.4496410819,6400.3953492,0.0005389731
42,-4.430017224,Registered,wholePharynx,6214.9079923,6219.3380096,4.4300172238,6217.123001,0.000712551
43,-63.05777685,Registered,prePM7,4547.7394568,4610.7972336,63.057776846,4579.2683452,0.0137702733
43,15.56030793,Registered,pm7,10479.751284,10464.190976,15.56030793,10471.97113,0.0014859006
43,8.301815291,Registered,pm6,6938.5201408,6930.2183255,8.301815291,6934.3692332,0.0011971983
43,1.5945101847,Registered,pm5,3965.7699022,3964.175392,1.5945101847,3964.9726471,0.0004021491
43,-6.998948428,Registered,pm4,8588.1146808,8595.1136292,6.9989484283,8591.614155,0.0008146256
43,-15.31031348,Registered,pm3,6925.2848789,6940.5951923,15.310313483,6932.9400356,0.0022083436
43,-4.265415655,Registered,postPM3,3762.5104377,3766.7758534,4.2654156545,3764.6431456,0.0011330199
43,-2.816940984,Registered,medialAxis,6413.5933195,6416.4102605,2.816940984,6415.00179,0.0004391177
43,-5.954923124,Registered,wholePharynx,6227.6461543,6233.6010774,5.9549231241,6230.6236159,0.0009557507
44,6.8986868427,Registered,prePM7,4640.401437,4633.5027502,6.8986868427,4636.9520936,0.0014877632
44,-6.809005748,Registered,pm7,10469.81551,10476.624516,6.8090057483,10473.220013,0.0006501349
44,-3.863164294,Registered,pm6,6921.3419178,6925.205082,3.8631642938,6923.2734999,0.0005579968
44,-5.701222435,Registered,pm5,3929.8136957,3935.5149181,5.7012224347,3932.6643069,0.0014497099
44,-126.4562337,Registered,pm4,8574.6312919,8701.0875257,126.45623374,8637.8594088,0.0146397652
44,-32.64646027,Registered,pm3,6915.191189,6947.8376493,32.646460265,6931.5144192,0.0047098597
44,7.1277170272,Registered,postPM3,3749.1914918,3742.0637747,7.1277170272,3745.6276332,0.0019029433
44,-28.51517177,Registered,medialAxis,6403.8721357,6432.3873074,28.515171768,6418.1297215,0.0044429099
44,-26.86478531,Registered,wholePharynx,6220.1007277,6246.965513,26.864785307,6233.5331203,0.0043097205
45,34.435718283,Registered,prePM7,4479.971828,4445.5361098,34.435718283,4462.7539689,0.0077162484
45,222.55538847,Registered,pm7,10542.812171,10320.256783,222.55538847,10431.534477,0.0213348658
45,48.784234473,Registered,pm6,6918.6404825,6869.856248,48.784234473,6894.2483652,0.0070760773
45,33.795465534,Registered,pm5,3952.4095607,3918.6140952,33.795465534,3935.511828,0.0085873114
45,170.38801967,Registered,pm4,8704.1392048,8533.7511852,170.38801967,8618.945195,0.0197690107
45,106.88143113,Registered,pm3,6941.3115171,6834.430086,106.88143113,6887.8708016,0.0155173397
45,88.928225944,Registered,postPM3,3690.1354998,3601.2072738,88.928225944,3645.6713868,0.0243928255
45,103.30073702,Registered,medialAxis,6430.6217535,6327.3210165,103.30073702,6378.971385,0.016193949
45,99.036768763,Registered,wholePharynx,6243.3313564,6144.2945876,99.036768763,6193.812972,0.0159896286
46,27.867667448,Registered,prePM7,4547.8285213,4519.9608538,27.867667448,4533.8946875,0.0061465185
46,91.781227291,Registered,pm7,10447.638247,10355.857019,91.781227291,10401.747633,0.0088236353
46,50.664910893,Registered,pm6,6945.847121,6895.1822101,50.664910893,6920.5146655,0.0073209744
46,44.002957598,Registered,pm5,3988.7789377,3944.7759801,44.002957598,3966.7774589,0.0110928728
46,93.057666573,Registered,pm4,8597.1238308,8504.0661643,93.057666573,8550.5949975,0.0108831802
46,-1.032607234,Registered,pm3,6859.4959909,6860.5285981,1.0326072337,6860.0122945,0.0001505256
46,80.902284395,Registered,postPM3,3645.1913826,3564.2890982,80.902284395,3604.7402404,0.0224433049
46,50.974186456,Registered,medialAxis,6397.0477493,6346.0735628,50.974186456,6371.5606561,0.008000267
46,49.206359026,Registered,wholePharynx,6212.3868078,6163.1804488,49.206359026,6187.7836283,0.0079521784
47,40.686889534,Registered,prePM7,4534.939772,4494.2528825,40.686889534,4514.5963273,0.0090122985
47,117.69955422,Registered,pm7,10512.965351,10395.265796,117.69955422,10454.115573,0.0112586812
47,66.235587876,Registered,pm6,6976.3977144,6910.1621265,66.235587876,6943.2799205,0.0095395244
47,48.793555476,Registered,pm5,3969.2028365,3920.409281,48.793555476,3944.8060587,0.0123690632
47,65.937324531,Registered,pm4,8533.3099032,8467.3725787,65.937324531,8500.341241,0.0077570209
47,46.36923416,Registered,pm3,6968.0253674,6921.6561333,46.36923416,6944.8407503,0.0066767887
47,-10.02166006,Registered,postPM3,3573.2946147,3583.3162747,10.021660057,3578.3054447,0.0028006721
47,57.345668042,Registered,medialAxis,6416.6516816,6359.3060135,57.345668042,6387.9788475,0.0089771224
47,52.634244533,Registered,wholePharynx,6228.2083403,6175.5740957,52.634244533,6201.891218,0.0084868055
48,-42.58742501,Registered,prePM7,4552.8887405,4595.4761655,42.587425009,4574.182453,0.0093103905
48,-4.203960105,Registered,pm7,10451.741746,10455.945707,4.2039601052,10453.843727,0.0004021449
48,-25.46249579,Registered,pm6,6970.9178645,6996.3803603,25.46249579,6983.6491124,0.0036460159
48,18.833625465,Registered,pm5,3997.7520315,3978.918406,18.833625465,3988.3352188,0.0047221772
48,-92.54942708,Registered,pm4,8522.9330154,8615.4824424,92.549427083,8569.2077289,0.0108002315
48,36.985687286,Registered,pm3,7005.7358238,6968.7501365,36.985687286,6987.2429802,0.0052933163
48,-67.23659094,Registered,postPM3,3587.8447619,3655.0813529,67.23659094,3621.4630574,0.0185661402
48,-7.575972462,Registered,medialAxis,6431.1993832,6438.7753557,7.5759724622,6434.9873695,0.0011773096
48,-10.0065584,Registered,wholePharynx,6241.9810657,6251.9876241,10.006558404,6246.9843449,0.0016018222
49,22.998920549,Registered,prePM7,4471.4603806,4448.46146,22.998920549,4459.9609203,0.0051567538
49,77.048276948,Registered,pm7,10430.198973,10353.150696,77.048276948,10391.674835,0.0074144234
49,-34.4034753,Registered,pm6,6889.5135259,6923.9170012,34.403475303,6906.7152636,0.0049811631
49,23.23344714,Registered,pm5,3934.1625785,3910.9291314,23.23344714,3922.545855,0.005923053
49,226.1146407,Registered,pm4,8722.7739207,8496.65928,226.1146407,8609.7166003,0.0262627275
49,41.833898454,Registered,pm3,6982.198335,6940.3644365,41.833898454,6961.2813857,0.0060095112
49,65.804097605,Registered,postPM3,3743.5418205,3677.7377229,65.804097605,3710.6397717,0.0177338954
49,61.281284285,Registered,medialAxis,6422.2307449,6360.9494606,61.281284285,6391.5901027,0.0095877995
49,59.202688954,Registered,wholePharynx,6237.1425956,6177.9399066,59.202688954,6207.5412511,0.0095372204
50,-42.86427947,Registered,prePM7,4561.8627647,4604.7270442,42.864279466,4583.2949044,0.0093522848
50,-7.876519897,Registered,pm7,10459.691857,10467.568377,7.8765198969,10463.630117,0.0007527521
50,-22.52523654,Registered,pm6,6933.523922,6956.0491585,22.525236536,6944.7865403,0.0032434743
50,-31.93897423,Registered,pm5,3933.2853838,3965.224358,31.938974228,3949.2548709,0.0080873419
50,-101.2417537,Registered,pm4,8512.9953755,8614.2371292,101.24175367,8563.6162523,0.0118223132
50,-53.52434684,Registered,pm3,6944.0486107,6997.5729575,53.524346844,6970.8107841,0.0076783531
50,-69.30988684,Registered,postPM3,3720.4282507,3789.7381376,69.309886841,3755.0831941,0.0184576169
50,-52.16524038,Registered,medialAxis,6386.5210863,6438.6863267,52.165240381,6412.6037065,0.0081347987
50,-52.85353977,Registered,wholePharynx,6204.4540289,6257.3075687,52.85353977,6230.8807988,0.008482515
51,-2.955841236,Registered,prePM7,4501.6040631,4504.5599043,2.9558412364,4503.0819837,0.000656404
51,-54.12764999,Registered,pm7,10335.800229,10389.927879,54.12764999,10362.864054,0.0052232327
51,-16.85818313,Registered,pm6,6867.2938961,6884.1520792,16.858183129,6875.7229876,0.0024518415
51,-19.17672167,Registered,pm5,3937.4058845,3956.5826062,19.176721671,3946.9942453,0.0048585634
51,44.86396998,Registered,pm4,8469.0704201,8424.2064501,44.86396998,8446.6384351,0.0053114586
51,-65.13651111,Registered,pm3,6884.9882024,6950.1247135,65.136511112,6917.556458,0.0094161156
51,-2.331303425,Registered,postPM3,3600.7379674,3603.0692708,2.331303425,3601.9036191,0.000647242
