Animal,Error,Strategy,Region,I1,I2,Abs[Error],"Avg[I1,I2]",Relative Error
3,-59.37235151,2 Midlines,postPM3,3679.9832816,3739.3556331,59.372351514,3709.6694573,0.0160047552
3,-51.39140834,2 Midlines,medialAxis,6431.096861,6482.4882694,51.391408342,6456.7925652,0.0079592782
3,-53.77954635,2 Midlines,wholePharynx,6243.6522474,6297.4317937,53.779546349,6270.5420206,0.0085765387
4,-52.67633606,2 Midlines,prePM7,4543.4211371,4596.0974732,52.67633606,4569.7593051,0.0115271577
4,-66.8102923,2 Midlines,pm7,10648.597196,10715.407488,66.810292296,10682.002342,0.0062544727
4,-80.71655326,2 Midlines,pm6,7003.9981468,7084.7147,80.716553257,7044.3564234,0.011458329
4,-43.32045412,2 Midlines,pm5,4006.6569952,4049.9774493,43.320454117,4028.3172223,0.0107539828
4,-134.7571531,2 Midlines,pm4,8534.8192879,8669.576441,134.75715305,8602.1978645,0.0156654329
4,-49.74505067,2 Midlines,pm3,7006.5175728,7056.2626235,49.745050668,7031.3900981,0.0070747107
4,-43.52918828,2 Midlines,postPM3,3727.4803462,3771.0095344,43.529188277,3749.2449403,0.0116101212
4,-69.43188717,2 Midlines,medialAxis,6450.0056599,6519.437547,69.431887172,6484.7216034,0.0107069958
4,-64.93012238,2 Midlines,wholePharynx,6265.3986889,6330.3288113,64.930122376,6297.8637501,0.0103098646
5,-6.599985415,2 Midlines,prePM7,4468.6587522,4475.2587376,6.5999854154,4471.9587449,0.0014758601
5,77.711233205,2 Midlines,pm7,10650.599596,10572.888363,77.711233205,10611.74398,0.0073231349
5,55.379115628,2 Midlines,pm6,7011.1150199,6955.7359042,55.379115628,6983.4254621,0.007930079
5,-37.66946613,2 Midlines,pm5,3997.0615617,4034.7310278,37.669466125,4015.8962947,0.0093800894
5,14.226688169,2 Midlines,pm4,8650.7985806,8636.5718924,14.226688169,8643.6852365,0.0016459054
5,16.561227906,2 Midlines,pm3,7016.4506258,6999.8893978,16.561227906,7008.1700118,0.0023631316
5,-24.17128624,2 Midlines,postPM3,3769.8926397,3794.0639259,24.171286242,3781.9782828,0.0063911753
5,5.8614776921,2 Midlines,medialAxis,6465.2141397,6459.352662,5.8614776921,6462.2834008,0.0009070289
5,3.7936138179,2 Midlines,wholePharynx,6277.7895213,6273.9959075,3.7936138179,6275.8927144,0.000604474
6,-39.60946992,2 Midlines,prePM7,4590.6095674,4630.2190373,39.609469921,4610.4143023,0.0085913038
6,-9.026465466,2 Midlines,pm7,10592.015975,10601.042441,9.0264654663,10596.529208,0.0008518323
6,17.910221829,2 Midlines,pm6,6921.7050623,6903.7948405,17.910221829,6912.7499514,0.0025908968
6,-13.24721073,2 Midlines,pm5,3987.4241056,4000.6713163,13.24721073,3994.047711,0.0033167382
6,-43.68627114,2 Midlines,pm4,8574.4494066,8618.1356778,43.686271142,8596.2925422,0.0050819898
6,1.9597434957,2 Midlines,pm3,6971.4428708,6969.4831273,1.9597434957,6970.462999,0.0002811497
6,81.317127369,2 Midlines,postPM3,3769.2057844,3687.888657,81.317127369,3728.5472207,0.0218093328
6,-10.6328044,2 Midlines,medialAxis,6435.2295304,6445.8623348,10.632804398,6440.5459326,0.0016509166
6,-8.382778806,2 Midlines,wholePharynx,6250.3766769,6258.7594557,8.382778806,6254.5680663,0.001340265
7,43.999076496,2 Midlines,prePM7,4626.2483365,4582.24926,43.999076496,4604.2487983,0.00955619
7,-35.80382699,2 Midlines,pm7,10565.344094,10601.147921,35.803826994,10583.246007,0.0033830667
7,26.308813129,2 Midlines,pm6,6965.9598103,6939.6509971,26.308813129,6952.8054037,0.0037839133
7,-21.08041935,2 Midlines,pm5,3972.1343741,3993.2147935,21.080419346,3982.6745838,0.0052930308
7,-8.763466718,2 Midlines,pm4,8639.643849,8648.4073157,8.7634667178,8644.0255824,0.0010138178
7,21.148487538,2 Midlines,pm3,6998.1219298,6976.9734422,21.148487538,6987.547686,0.0030265965
7,63.995556337,2 Midlines,postPM3,3710.6204684,3646.6249121,63.995556337,3678.6226903,0.0173966078
7,6.7689066767,2 Midlines,medialAxis,6453.7498552,6446.9809485,6.7689066767,6450.3654019,0.0010493834
7,8.951844116,2 Midlines,wholePharynx,6267.9566857,6259.0048415,8.951844116,6263.4807636,0.0014292124
8,-0.910770205,2 Midlines,prePM7,4522.4333512,4523.3441214,0.9107702055,4522.8887363,0.0002013691
8,127.95550846,2 Midlines,pm7,10648.142588,10520.187079,127.95550846,10584.164834,0.0120893344
8,6.7982760142,2 Midlines,pm6,6954.4678714,6947.6695954,6.7982760142,6951.0687334,0.0009780188
8,-0.906584452,2 Midlines,pm5,3988.2985761,3989.2051605,0.9065844521,3988.7518683,0.0002272852
8,49.161207829,2 Midlines,pm4,8628.4326016,8579.2713938,49.161207829,8603.8519977,0.0057138602
8,48.7358246,2 Midlines,pm3,6977.5558356,6928.820011,48.7358246,6953.1879233,0.0070091338
8,-0.230713279,2 Midlines,postPM3,3692.1362605,3692.3669738,0.2307132794,3692.2516171,0.0000624858
8,31.585136901,2 Midlines,medialAxis,6448.4754893,6416.8903524,31.585136901,6432.6829208,0.0049101032
8,30.809783773,2 Midlines,wholePharynx,6261.2137638,6230.4039801,30.809783773,6245.808872,0.0049328733
9,-38.92283724,2 Midlines,prePM7,4581.8241893,4620.7470266,38.922837243,4601.2856079,0.0084591222
9,20.529196122,2 Midlines,pm7,10534.191034,10513.661838,20.529196122,10523.926436,0.0019507164
9,1.5496132152,2 Midlines,pm6,6860.2283339,6858.6787207,1.5496132152,6859.4535273,0.0002259091
9,-23.37045216,2 Midlines,pm5,3944.4567929,3967.8272451,23.370452164,3956.142019,0.0059073845
9,-66.51523607,2 Midlines,pm4,8547.1108835,8613.6261195,66.515236073,8580.3685015,0.0077520256
9,-8.000098249,2 Midlines,pm3,6903.8567878,6911.8568861,8.0000982485,6907.8568369,0.0011581158
9,19.380262176,2 Midlines,postPM3,3758.020762,3738.6404998,19.380262176,3748.3306309,0.0051703716
9,-22.69265762,2 Midlines,medialAxis,6388.7302969,6411.4229545,22.692657623,6400.0766257,0.0035456853
9,-21.13118097,2 Midlines,wholePharynx,6208.2529011,6229.3840821,21.131180967,6218.8184916,0.0033979414
10,109.76600999,2 Midlines,prePM7,4636.4215665,4526.6555565,109.76600999,4581.5385615,0.0239583294
10,22.535401337,2 Midlines,pm7,10608.073743,10585.538342,22.535401337,10596.806042,0.002126622
10,32.091257012,2 Midlines,pm6,6940.6315308,6908.5402738,32.091257012,6924.5859023,0.0046343937
10,3.9869960513,2 Midlines,pm5,3983.8290827,3979.8420866,3.9869960513,3981.8355846,0.001001296
10,28.092655238,2 Midlines,pm4,8670.4117641,8642.3191089,28.092655238,8656.3654365,0.0032453176
10,26.466187186,2 Midlines,pm3,6975.6793604,6949.2131732,26.466187186,6962.4462668,0.003801277
10,13.712539036,2 Midlines,postPM3,3766.1555011,3752.442962,13.712539036,3759.2992316,0.0036476317
10,21.305063593,2 Midlines,medialAxis,6454.9431658,6433.6381022,21.305063593,6444.290634,0.003306037
10,22.471603271,2 Midlines,wholePharynx,6269.9281325,6247.4565293,22.471603271,6258.6923309,0.003590463
11,131.28602705,2 Midlines,prePM7,4480.9827931,4349.6967661,131.28602705,4415.3397796,0.0297340711
11,298.86867049,2 Midlines,pm7,10336.914814,10038.046144,298.86867049,10187.480479,0.0293368582
11,17.876814392,2 Midlines,pm6,6934.0911898,6916.2143754,17.876814392,6925.1527826,0.0025814325
11,6.9565970037,2 Midlines,pm5,3969.877681,3962.921084,6.9565970037,3966.3993825,0.0017538821
11,64.162049982,2 Midlines,pm4,8714.914493,8650.752443,64.162049982,8682.833468,0.007389529
11,47.547369278,2 Midlines,pm3,6988.5181994,6940.9708301,47.547369278,6964.7445147,0.0068268648
11,41.767202642,2 Midlines,postPM3,3745.7214106,3703.9542079,41.767202642,3724.8378093,0.0112131601
11,63.341159819,2 Midlines,medialAxis,6427.852633,6364.5114732,63.341159819,6396.1820531,0.0099029639
11,59.918788904,2 Midlines,wholePharynx,6244.150817,6184.2320281,59.918788904,6214.1914225,0.0096422503
12,13.438357435,2 Midlines,prePM7,4375.4271542,4361.9887967,13.438357435,4368.7079755,0.0030760485
12,-41.52481062,2 Midlines,pm7,10523.587119,10565.11193,41.524810619,10544.349525,0.0039381102
12,-4.967862923,2 Midlines,pm6,6900.4565476,6905.4244105,4.9678629235,6902.940479,0.0007196734
12,-10.72969263,2 Midlines,pm5,3969.394014,3980.1237066,10.729692626,3974.7588603,0.0026994575
12,-12.83140813,2 Midlines,pm4,8585.0656148,8597.8970229,12.831408126,8591.4813189,0.0014935036
12,2.3220307445,2 Midlines,pm3,6951.6169108,6949.29488,2.3220307445,6950.4558954,0.0003340832
12,123.97453604,2 Midlines,postPM3,3862.7646016,3738.7900655,123.97453604,3800.7773336,0.0326182055
12,-4.801133451,2 Midlines,medialAxis,6407.0440671,6411.8452005,4.8011334514,6409.4446338,0.0007490717
12,-1.365189436,2 Midlines,wholePharynx,6225.2347499,6226.5999393,1.3651894364,6225.9173446,0.0002192752
13,5.1040827768,2 Midlines,prePM7,4469.1582363,4464.0541536,5.1040827768,4466.606195,0.0011427206
13,-41.80049256,2 Midlines,pm7,10608.675842,10650.476335,41.800492563,10629.576089,0.0039324703
13,-21.06623954,2 Midlines,pm6,7035.7453106,7056.8115501,21.066239545,7046.2784303,0.0029896973
13,-42.82660774,2 Midlines,pm5,3973.0725438,4015.8991515,42.826607736,3994.4858477,0.0107214318
13,-11.52970731,2 Midlines,pm4,8752.9082453,8764.4379526,11.529707311,8758.6730989,0.001316376
13,-27.99860457,2 Midlines,pm3,7059.0281304,7087.026735,27.998604569,7073.0274327,0.0039585036
13,-78.82363616,2 Midlines,postPM3,3727.0913516,3805.9149877,78.823636158,3766.5031696,0.0209275375
13,-26.30323484,2 Midlines,medialAxis,6477.8289697,6504.1322045,26.303234842,6490.9805871,0.0040522745
13,-26.02135905,2 Midlines,wholePharynx,6291.5449486,6317.5663077,26.021359054,6304.5556282,0.0041273899
14,19.194151435,2 Midlines,prePM7,4518.1391954,4498.945044,19.194151435,4508.5421197,0.0042572856
14,87.062336666,2 Midlines,pm7,10541.625332,10454.562995,87.062336666,10498.094164,0.0082931564
14,139.15213115,2 Midlines,pm6,6929.9147305,6790.7625994,139.15213115,6860.338665,0.0202835659
14,53.257783099,2 Midlines,pm5,3965.2126862,3911.9549031,53.257783099,3938.5837946,0.0135220642
14,103.04665087,2 Midlines,pm4,8682.3704751,8579.3238243,103.04665087,8630.8471497,0.0119393437
14,63.312901333,2 Midlines,pm3,7078.0192588,7014.7063575,63.312901333,7046.3628081,0.008985189
14,32.419178638,2 Midlines,postPM3,3754.3374611,3721.9182825,32.419178638,3738.1278718,0.0086725708
14,69.615950894,2 Midlines,medialAxis,6465.2280069,6395.612056,69.615950894,6430.4200315,0.0108260348
14,65.960026361,2 Midlines,wholePharynx,6280.4196419,6214.4596156,65.960026361,6247.4396287,0.0105579294
15,-87.50877548,2 Midlines,prePM7,4415.4498945,4502.95867,87.508775481,4459.2042823,0.0196243029
15,-25.67745335,2 Midlines,pm7,10582.734008,10608.411462,25.677453348,10595.572735,0.0024234134
15,135.65764605,2 Midlines,pm6,7040.2726152,6904.6149692,135.65764605,6972.4437922,0.0194562552
15,-9.545317666,2 Midlines,pm5,3947.0350371,3956.5803548,9.5453176663,3951.8076959,0.0024154307
15,53.672858051,2 Midlines,pm4,8595.327618,8541.65476,53.672858051,8568.491189,0.0062639801
15,62.453419967,2 Midlines,pm3,6995.118714,6932.665294,62.453419967,6963.892004,0.0089681776
15,49.309087225,2 Midlines,postPM3,3803.0835378,3753.7744506,49.309087225,3778.4289942,0.0130501558
15,35.479245252,2 Midlines,medialAxis,6437.2403296,6401.7610843,35.479245252,6419.500707,0.005526792
15,35.648773902,2 Midlines,wholePharynx,6252.3829891,6216.7342152,35.648773902,6234.5586022,0.0057179307
16,-66.32963046,2 Midlines,prePM7,4456.6786686,4523.0082991,66.329630455,4489.8434838,0.0147732612
16,-25.07698323,2 Midlines,pm7,10563.353948,10588.430931,25.076983232,10575.89244,0.0023711458
16,32.71777229,2 Midlines,pm6,6956.6621223,6923.9443501,32.71777229,6940.3032362,0.0047141704
16,2.890475362,2 Midlines,pm5,3964.2235247,3961.3330493,2.890475362,3962.778287,0.0007294063
16,-104.3545293,2 Midlines,pm4,8488.972428,8593.3269573,104.35452934,8541.1496926,0.0122178551
16,-39.65701429,2 Midlines,pm3,6938.5957371,6978.2527514,39.657014291,6958.4242442,0.0056991372
16,40.710662116,2 Midlines,postPM3,3725.5588966,3684.8482345,40.710662116,3705.2035656,0.0109874293
16,-26.4736959,2 Midlines,medialAxis,6392.6002005,6419.0738964,26.473695904,6405.8370484,0.0041327458
16,-26.31295904,2 Midlines,wholePharynx,6209.483154,6235.796113,26.312959038,6222.6396335,0.0042285847
17,45.958875502,2 Midlines,prePM7,4557.8226395,4511.863764,45.958875502,4534.8432018,0.0101346118
17,-18.85970961,2 Midlines,pm7,10494.414035,10513.273745,18.859709612,10503.84389,0.0017955055
17,-45.36895088,2 Midlines,pm6,6918.2924258,6963.6613767,45.368950878,6940.9769012,0.0065363927
17,-11.36391965,2 Midlines,pm5,3948.1426242,3959.5065439,11.363919654,3953.8245841,0.0028741588
17,-56.79470872,2 Midlines,pm4,8520.0737936,8576.8685023,56.794708718,8548.4711479,0.006643844
17,6.1919912435,2 Midlines,pm3,7038.9912171,7032.7992259,6.1919912435,7035.8952215,0.0008800573
17,-81.29046397,2 Midlines,postPM3,3585.7259563,3667.0164203,81.290463965,3626.3711883,0.0224164763
17,-13.80232248,2 Midlines,medialAxis,6410.5602974,6424.3626199,13.802322478,6417.4614586,0.0021507449
17,-15.16408179,2 Midlines,wholePharynx,6225.2636405,6240.4277223,15.164081793,6232.8456814,0.0024329307
18,48.023557557,2 Midlines,prePM7,4476.8640515,4428.840494,48.023557557,4452.8522728,0.010784898
18,-119.4963434,2 Midlines,pm7,10438.733435,10558.229779,119.4963434,10498.481607,0.0113822501
18,-85.16678477,2 Midlines,pm6,6882.1020536,6967.2688384,85.166784772,6924.685446,0.0122990113
18,11.674662864,2 Midlines,pm5,3971.6762791,3960.0016162,11.674662864,3965.8389476,0.0029438066
18,-16.96998106,2 Midlines,pm4,8560.5887761,8577.5587572,16.969981059,8569.0737667,0.0019803752
18,19.480986373,2 Midlines,pm3,6972.5597881,6953.0788017,19.480986373,6962.8192949,0.002797859
18,-58.49028783,2 Midlines,postPM3,3708.7645111,3767.2547989,58.490287831,3738.009655,0.0156474416
18,-9.404679567,2 Midlines,medialAxis,6397.4945483,6406.8992279,9.4046795666,6402.1968881,0.0014689769
18,-9.825855613,2 Midlines,wholePharynx,6214.680655,6224.5065106,9.8258556125,6219.5935828,0.0015798228
19,-20.40423543,2 Midlines,prePM7,4454.4901074,4474.8943429,20.404235433,4464.6922251,0.0045701326
19,129.35824303,2 Midlines,pm7,10501.918058,10372.559815,129.35824303,10437.238937,0.0123939141
19,161.88535191,2 Midlines,pm6,6998.838329,6836.9529771,161.88535191,6917.895653,0.0234009531
19,62.635833811,2 Midlines,pm5,3976.0841071,3913.4482733,62.635833811,3944.7661902,0.015878212
19,84.696999373,2 Midlines,pm4,8611.0461844,8526.349185,84.696999373,8568.6976847,0.0098844658
19,56.283783835,2 Midlines,pm3,6945.4024252,6889.1186413,56.283783835,6917.2605332,0.0081367159
19,-10.95469351,2 Midlines,postPM3,3721.3162816,3732.2709751,10.954693508,3726.7936284,0.0029394419
19,65.873230155,2 Midlines,medialAxis,6410.6507532,6344.777523,65.873230155,6377.7141381,0.0103286583
19,61.572909812,2 Midlines,wholePharynx,6225.8272339,6164.2543241,61.572909812,6195.040779,0.0099390645
20,28.402469547,2 Midlines,prePM7,4464.6616866,4436.259217,28.402469547,4450.4604518,0.0063819171
20,-23.79942021,2 Midlines,pm7,10473.466436,10497.265856,23.799420206,10485.366146,0.0022697748
20,-24.29444316,2 Midlines,pm6,6913.6388783,6937.9333215,24.294443164,6925.7860999,0.0035078246
20,-24.42705781,2 Midlines,pm5,3950.2684146,3974.6954724,24.42705781,3962.4819435,0.0061645853
20,-147.6477382,2 Midlines,pm4,8437.4811071,8585.1288453,147.64773819,8511.3049762,0.0173472503
20,-55.09389973,2 Midlines,pm3,6916.9285612,6972.022461,55.093899732,6944.4755111,0.0079334861
20,2.5781995639,2 Midlines,postPM3,3739.6810563,3737.1028568,2.5781995639,3738.3919565,0.0006896547
20,-49.45056863,2 Midlines,medialAxis,6360.2142785,6409.6648471,49.450568635,6384.9395628,0.0077448765
20,-45.21143,2 Midlines,wholePharynx,6179.4859774,6224.6974074,45.211430003,6202.0916924,0.0072897068
21,-69.6507788,2 Midlines,prePM7,4496.6135095,4566.2642883,69.650778798,4531.4388989,0.0153705656
21,44.145271107,2 Midlines,pm7,10487.539222,10443.393951,44.145271107,10465.466586,0.0042181847
21,132.43146359,2 Midlines,pm6,6980.2412159,6847.8097523,132.43146359,6914.0254841,0.0191540317
21,20.901929498,2 Midlines,pm5,3975.4272051,3954.5252756,20.901929498,3964.9762404,0.0052716405
21,38.893917646,2 Midlines,pm4,8522.135595,8483.2416773,38.893917646,8502.6886361,0.0045743081
21,2.6279330423,2 Midlines,pm3,6987.1980105,6984.5700775,2.6279330423,6985.884044,0.0003761776
21,-74.8001221,2 Midlines,postPM3,3737.1968908,3811.9970128,74.800122095,3774.5969518,0.0198167177
21,29.216003797,2 Midlines,medialAxis,6415.3771485,6386.1611447,29.216003797,6400.7691466,0.004564452
21,24.106451282,2 Midlines,wholePharynx,6231.7889589,6207.6825076,24.106451282,6219.7357333,0.0038757999
22,6.779957578,2 Midlines,prePM7,4452.0650541,4445.2850965,6.779957578,4448.6750753,0.0015240397
22,63.999629129,2 Midlines,pm7,10524.133991,10460.134362,63.999629129,10492.134176,0.0060997723
22,-110.7784414,2 Midlines,pm6,6965.5215105,7076.2999519,110.77844139,7020.9107312,0.0157783578
22,-60.93187492,2 Midlines,pm5,3975.8674568,4036.7993317,60.93187492,4006.3333942,0.0152088878
22,-48.57886208,2 Midlines,pm4,8608.8996211,8657.4784832,48.578862081,8633.1890522,0.0056269893
22,11.582690742,2 Midlines,pm3,7002.8419794,6991.2592887,11.582690742,6997.0506341,0.0016553676
22,-31.36459953,2 Midlines,postPM3,3752.3163704,3783.68097,31.364599533,3767.9986702,0.0083239412
22,-21.42756981,2 Midlines,medialAxis,6426.9157659,6448.3433357,21.427569812,6437.6295508,0.0033284876
22,-19.73825041,2 Midlines,wholePharynx,6244.1355028,6263.8737532,19.738250409,6254.004628,0.0031560978
23,54.096454992,2 Midlines,prePM7,4391.4257683,4337.3293134,54.096454992,4364.3775408,0.0123949989
23,-5.267707604,2 Midlines,pm7,10421.8855,10427.153207,5.2677076038,10424.519354,0.000505319
23,-70.4517603,2 Midlines,pm6,7089.1740431,7159.6258034,70.451760299,7124.3999232,0.0098887992
23,14.340145517,2 Midlines,pm5,4041.0691613,4026.7290158,14.340145517,4033.8990885,0.0035549093
23,25.995659936,2 Midlines,pm4,8583.8524975,8557.8568375,25.995659936,8570.8546675,0.0030330301
23,-53.59906129,2 Midlines,pm3,6929.6538296,6983.2528908,53.599061292,6956.4533602,0.0077049408
23,71.707894908,2 Midlines,postPM3,3812.9902013,3741.2823064,71.707894908,3777.1362538,0.0189847255
23,-13.38181946,2 Midlines,medialAxis,6410.0195273,6423.4013468,13.381819462,6416.7104371,0.0020854641
23,-10.22220327,2 Midlines,wholePharynx,6228.9111357,6239.133339,10.222203268,6234.0222374,0.0016397444
24,-1.319882798,2 Midlines,prePM7,4384.558879,4385.8787618,1.3198827977,4385.2188204,0.0003009845
24,-161.9734067,2 Midlines,pm7,10269.951302,10431.924708,161.97340665,10350.938005,0.0156481863
24,-114.7381509,2 Midlines,pm6,7084.0054933,7198.7436442,114.73815095,7141.3745687,0.0160666759
24,-48.55971487,2 Midlines,pm5,3988.9849698,4037.5446847,48.559714868,4013.2648273,0.0120998033
24,-150.7429625,2 Midlines,pm4,8458.0639519,8608.8069144,150.74296252,8533.4354332,0.0176649796
24,-46.04768377,2 Midlines,pm3,6957.3720821,7003.4197659,46.047683775,6980.395924,0.0065967152
24,13.239645917,2 Midlines,postPM3,3773.6541878,3760.4145419,13.239645917,3767.0343648,0.0035146072
24,-67.79666634,2 Midlines,medialAxis,6375.5926159,6443.3892822,67.796666336,6409.490949,0.010577543
24,-64.49017758,2 Midlines,wholePharynx,6195.4573644,6259.947542,64.490177581,6227.7024532,0.0103553723
25,12.123186921,2 Midlines,prePM7,4342.3427066,4330.2195197,12.123186921,4336.2811132,0.0027957567
25,-94.34223496,2 Midlines,pm7,10370.943069,10465.285304,94.342234963,10418.114187,0.0090555962
25,-11.43578128,2 Midlines,pm6,7047.8148034,7059.2505847,11.435781278,7053.5326941,0.0016212842
25,10.470194127,2 Midlines,pm5,4009.9332688,3999.4630747,10.470194127,4004.6981718,0.0026144777
25,40.672240834,2 Midlines,pm4,8558.5439738,8517.871733,40.672240834,8538.2078534,0.0047635571
25,-77.68845776,2 Midlines,pm3,6969.6699072,7047.358365,77.688457758,7008.5141361,0.0110848685
25,27.865979035,2 Midlines,postPM3,3820.7699359,3792.9039569,27.865979035,3806.8369464,0.0073199823
25,-19.88887911,2 Midlines,medialAxis,6401.2434379,6421.132317,19.888879114,6411.1878775,0.0031022144
25,-16.6970151,2 Midlines,wholePharynx,6220.4670932,6237.1641083,16.697015105,6228.8156007,0.0026806083
26,-36.29674569,2 Midlines,prePM7,4451.4174636,4487.7142093,36.296745689,4469.5658364,0.0081208661
26,-53.02638854,2 Midlines,pm7,10480.690117,10533.716506,53.026388537,10507.203312,0.0050466701
26,-40.39822623,2 Midlines,pm6,6989.8545648,7030.252791,40.398226233,7010.0536779,0.0057628983
26,56.464537445,2 Midlines,pm5,4011.2878687,3954.8233313,56.464537445,3983.0556,0.0141761861
26,-88.51393598,2 Midlines,pm4,8468.7795262,8557.2934621,88.513935982,8513.0364941,0.0103974576
26,-88.19632638,2 Midlines,pm3,6951.1663379,7039.3626643,88.196326376,6995.2645011,0.0126080045
26,-141.2856489,2 Midlines,postPM3,3640.93101,3782.216659,141.28564894,3711.5738345,0.0380662369
26,-40.17137534,2 Midlines,medialAxis,6387.0668556,6427.2382309,40.171375345,6407.1525433,0.0062697704
26,-42.52739335,2 Midlines,wholePharynx,6203.9012296,6246.4286229,42.527393354,6225.1649263,0.0068315288
27,160.80629129,2 Midlines,prePM7,4412.7508743,4251.9445831,160.80629129,4332.3477287,0.0371175864
27,369.83543266,2 Midlines,pm7,10216.786345,9846.9509126,369.83543266,10031.868629,0.0368660562
27,-112.19463,2 Midlines,pm6,6979.8295271,7092.0241571,112.19463003,7035.9268421,0.0159459631
27,70.183464408,2 Midlines,pm5,3978.6473943,3908.4639298,70.183464408,3943.555662,0.0177970011
27,-43.21258356,2 Midlines,pm4,8413.8160409,8457.0286245,43.212583565,8435.4223327,0.0051227528
27,62.273180454,2 Midlines,pm3,6995.8643931,6933.5912126,62.273180454,6964.7278028,0.0089412224
27,65.475384167,2 Midlines,postPM3,3771.2947151,3705.8193309,65.475384167,3738.557023,0.0175135443
27,66.177935643,2 Midlines,medialAxis,6371.6085689,6305.4306332,66.177935643,6338.5196011,0.0104405981
27,66.146009501,2 Midlines,wholePharynx,6192.0300196,6125.8840101,66.146009501,6158.9570148,0.010739807
28,4.5639596228,2 Midlines,prePM7,4424.4638753,4419.8999156,4.5639596228,4422.1818954,0.0010320606
28,-205.4851958,2 Midlines,pm7,10413.430082,10618.915278,205.48519583,10516.17268,0.0195399222
28,5.1334393003,2 Midlines,pm6,6928.2019993,6923.06856,5.1334393003,6925.6352797,0.0007412229
28,-50.50509138,2 Midlines,pm5,3910.1729094,3960.6780008,50.505091381,3935.4254551,0.0128334514
28,-21.82468981,2 Midlines,pm4,8463.3491429,8485.1738327,21.824689813,8474.2614878,0.0025754091
28,-67.72625799,2 Midlines,pm3,6991.6248334,7059.3510914,67.726257985,7025.4879624,0.0096400789
28,27.278856616,2 Midlines,postPM3,3828.5160778,3801.2372212,27.278856616,3814.8766495,0.0071506523
28,-57.24827529,2 Midlines,medialAxis,6372.1089047,6429.3571799,57.248275291,6400.7330423,0.0089440186
28,-52.53967377,2 Midlines,wholePharynx,6193.1013133,6245.6409871,52.539673771,6219.3711502,0.008447747
29,-41.19393764,2 Midlines,prePM7,4425.4278036,4466.6217412,41.193937638,4446.0247724,0.0092653415
29,-83.34992814,2 Midlines,pm7,10475.190125,10558.540053,83.34992814,10516.865089,0.0079253587
29,-13.66029463,2 Midlines,pm6,6961.5217641,6975.1820587,13.660294633,6968.3519114,0.0019603336
29,-45.91351843,2 Midlines,pm5,3937.9919319,3983.9054504,45.91351843,3960.9486911,0.0115915459
29,14.735043189,2 Midlines,pm4,8571.1777823,8556.4427391,14.735043189,8563.8102607,0.0017206177
29,-43.60337221,2 Midlines,pm3,6976.9288532,7020.5322254,43.603372212,6998.7305393,0.006230183
29,-28.0033641,2 Midlines,postPM3,3608.2389283,3636.2422924,28.003364098,3622.2406104,0.0077309508
29,-37.04962089,2 Midlines,medialAxis,6392.7688179,6429.8184388,37.049620891,6411.2936284,0.0057788058
29,-36.45677366,2 Midlines,wholePharynx,6207.6967769,6244.1535505,36.456773661,6225.9251637,0.0058556396
30,-4.088889572,2 Midlines,prePM7,4491.4222312,4495.5111208,4.0888895717,4493.466676,0.0009099633
30,-130.7983933,2 Midlines,pm7,10461.960651,10592.759044,130.79839327,10527.359847,0.012424615
30,15.925998487,2 Midlines,pm6,6957.3355945,6941.4095961,15.925998487,6949.3725953,0.0022917175
30,9.2981943364,2 Midlines,pm5,3933.3237718,3924.0255774,9.2981943364,3928.6746746,0.0023667509
30,-44.53096265,2 Midlines,pm4,8560.6197017,8605.1506644,44.530962654,8582.8851831,0.0051883442
30,42.049067455,2 Midlines,pm3,7006.0439533,6963.9948858,42.049067455,6985.0194195,0.0060198927
30,49.783430654,2 Midlines,postPM3,3665.813816,3616.0303853,49.783430654,3640.9221006,0.0136733029
30,0.2201920516,2 Midlines,medialAxis,6403.6194442,6403.3992521,0.2201920516,6403.5093482,0.0000343862
30,2.8078075183,2 Midlines,wholePharynx,6220.8894909,6218.0816833,2.8078075183,6219.4855871,0.0004514533
31,-81.80949412,2 Midlines,prePM7,4389.9827309,4471.792225,81.809494118,4430.8874779,0.0184634556
31,151.6803953,2 Midlines,pm7,10635.9522,10484.271805,151.6803953,10560.112002,0.0143635215
31,15.552689406,2 Midlines,pm6,6942.6099889,6927.0572995,15.552689406,6934.8336442,0.0022426911
31,22.850702321,2 Midlines,pm5,3965.3636826,3942.5129803,22.850702321,3953.9383314,0.0057792258
31,11.722439029,2 Midlines,pm4,8532.4085063,8520.6860672,11.722439029,8526.5472868,0.0013748166
31,51.354616978,2 Midlines,pm3,7016.4622502,6965.1076333,51.354616978,6990.7849418,0.0073460445
31,-44.19509528,2 Midlines,postPM3,3766.081771,3810.2768663,44.195095282,3788.1793187,0.0116665795
31,29.430289815,2 Midlines,medialAxis,6430.3316955,6400.9014057,29.430289815,6415.6165506,0.0045872894
31,26.862404812,2 Midlines,wholePharynx,6245.8456964,6218.9832916,26.862404812,6232.414494,0.0043101121
32,-154.2322492,2 Midlines,prePM7,4358.8593722,4513.0916214,154.23224921,4435.9754968,0.0347685079
32,52.851302321,2 Midlines,pm7,10455.806044,10402.954741,52.851302321,10429.380393,0.00506754
32,79.501204569,2 Midlines,pm6,6926.3915578,6846.8903532,79.501204569,6886.6409555,0.0115442645
32,25.204333544,2 Midlines,pm5,3976.73324,3951.5289065,25.204333544,3964.1310732,0.0063580979
